aba 阿爸
yintong 隐痛
yinxingfeiji 隐形飞机
yinxingyanjing 隐形眼镜
yinxingmaiming 隐姓埋名
yinjunzi 瘾君子
yintou 瘾头
yinzhang 姨丈
yinouyu 印欧语
yinbazi 印把子
yinben 印本
yindianren 印第安人
yindujiao 印度教
yindunixiya 印度尼西亚
yinduyang 印度洋
yinhuabu 印花布
yinhuashui 印花税
yinke 印刻
yinshua 印刷
yinshuapin 印刷品
yinshuati 印刷体
yintang 印堂
yinziqian 印子钱
yingxu 应许
yingyoujinyou 应有尽有
yingyun 应允
yingdang 应当
ying 萤
yingfen 应分
yinggai 应该
yingjie 硬结
yingjiesheng 应届生
yingmu 荧幕
yingzhi 英制
yingbang 英镑
yingcai 英才
yingchi 英尺
yingcun 英寸
yingguo 英国
yinghao 英豪
yinghun 英魂
yingjun 英俊
yingli 英里
yinglianbang 英联邦
yinglie 英烈
yingling 英灵
yingming 英名
yingmo 英模
yingnian 英年
yingqi 硬气
yingwen 英文
yingwu 颖悟
yingxiong 英雄
yingxiongqiduan 英雄气短
yingxiongzhuyi 英雄主义
yingyong 英勇
yingyu 盈余
yingzi 蝇子
yingzisashuang 英姿飒爽
yinggeyanwu 莺歌燕舞
yinger 婴儿
yinghai 婴孩
yingying 莹莹
yingsu 罂粟
yingtao 樱桃
yinghua 硬话
yingluo 璎珞
yingge 鹦哥
yingwuluo 鹦鹉螺
yingwuxueshe 鹦鹉学舌
yingzhao 应招
yingquan 鹰犬
yingsun 鹰隼
yingyang 鹰洋
yinglaisongwang 迎来送往
yingfeng 迎风
yinghe 应和
yinghou 影后
yingji 应季
yingmian 硬面
yingqin 迎亲
yingqu 迎娶
yingrenerjie 迎刃而解
yingbinguan 迎宾馆
yingchun 迎春
yingchunhua 迎春花
yingsong 迎送
yingtou 蝇头
yingtouganshang 迎头赶上
yingtoutongji 迎头痛击
yingxin 迎新
yingya 迎迓
yingzhan 影展
yingkui 盈亏
yingmen 应门
yingguang 萤光
yingguangdeng 荧光灯
yingguangfen 荧光粉
yingguangping 荧光屏
yingping 影评
yinghuo 萤火
yinghuochong 萤火虫
yingshi 萤石
yingbu 营部
yingchang 营长
yingdi 影帝
yingfang 营房
yinggong 硬功
yingjian 营建
yingjiu 营救
yinglei 营垒
yingpan 营盘
yingsheng 营生
yingsi 营私
yingsiwubi 营私舞弊
yingxiao 营销
yingyangpin 营养品
yingyangsu 营养素
yingye 营业
yingyee 营业额
yingyeshui 营业税
yingyeyuan 营业员
yingzao 营造
yingzhai 营寨
yingzhang 营帐
yinghuai 萦怀
yinghui 萦回
yingrao 萦绕
yinglian 楹联
yingpai 蝇拍
yingyinggougou 蝇营狗苟
yingde 应得
yingjia 赢家
yinglou 影楼
yingxiang 影像
yingbi 影壁
yingdai 影带
yingdie 影碟
yingdieji 影碟机
yingju 影剧
yingjuyuan 影剧院
yingmi 影迷
yingpian 影片
yingren 影人
yingshe 映射
yingshijie 影视界
yingshiquan 影视圈
yingtan 影坛
yingxie 影写
yingxing 影星
yingyin 影印
yingyinben 影印本
yingyinjian 影印件
yingyingchuochuo 影影绰绰
yingyuan 影院
yingzineige 影子内阁
yingzong 影踪
yingbian 应变
yingcheng 硬撑
yingchou 应酬
yingcong 应从
yingda 应答
yingdui 应对
yingfou 应否
yingfu 应付
yingfuyuru 应付裕如
yingjiebuxia 应接不暇
yingjing 应景
yingkao 应考
yingnuo 应诺
yingpin 硬拼
yingshengchong 应声虫
yingshou 应手
yingyan 应验
yingyao 硬要
yingyongkexue 应用科学
yingyongti 应用题
yingyongwen 应用文
yingyunersheng 应运而生
yingzhen 应诊
yingzheng 应征
yingchen 映衬
yingshanhong 映山红
yingxian 映现
yingbangbang 硬邦邦
yingbishufa 硬笔书法
yingchong 硬充
yingding 硬顶
yingdu 硬度
yinggongfu 硬功夫
yinggutou 硬骨头
yinghan 硬汉
yinghuanjing 硬环境
yinglang 硬朗
yingpengying 硬碰硬
yingrenwu 硬任务
yingshang 硬伤
yingshuo 硬说
yingting 硬挺
yingtonghuo 硬通货
yingwo 硬卧
yingxi 硬席
yingzhiban 硬纸板
yingzhibiao 硬指标
yingzhuolu 硬着陆
yingzuo 硬座
yo 唷
yohe 哟嗬
yonggong 佣工
yongren 庸人
yonghu 拥护
yong 痈
yongbao 拥抱
yongdai 拥戴
yongdu 用度
yongji 用计
yongjun 拥军
yongjunyoushu 拥军优属
yongli 拥立
yongse 壅塞
yongyou 拥有
yongzhengaimin 拥政爱民
yongju 痈疽
yongcai 庸才
yonglu 甬路
yongrenzirao 庸人自扰
yongsu 庸俗
yongyi 勇毅
yongrong 雍容
yongronghuagui 雍容华贵
yonglan 慵懒
yongzhong 臃肿
yongjue 永诀
yongbaoqingchun 永葆青春
yongbie 永别
yongbu 永不
yongchuibuxiu 永垂不朽
yongcun 永存
yongheng 永恒
yongjiu 永久
yongsheng 永生
yongshengyongshi 永生永世
yongshi 用事
yongyuan 永远
yongzhibuwang 永志不忘
yongzhu 永驻
yongdao 泳道
yongchang 咏唱
yonghuai 咏怀
yongtan 咏叹
yongtandiao 咏叹调
yongchi 泳池
yongjing 泳镜
yongmao 泳帽
yongzhuang 泳装
yongfu 勇夫
yonggan 勇敢
yongguansanjun 勇冠三军
yonghan 勇悍
yongjiang 勇将
yongmeng 勇猛
yongqi 勇气
yongwangzhiqian 勇往直前
yongwu 用武
yongyu 用语
yongchao 涌潮
yongdong 涌动
yongliu 涌流
yongxian 涌现
yongyue 踊跃
yongjin 佣金
yongqian 佣钱
yongbing 用兵
yongcailin 用材林
yongcan 用餐
yongcha 用茶
yongchu 用处
yongci 用词
yongdian 用典
yongfa 用法
yongfan 用饭
yongfei 用费
yonggongfu 用工夫
yonglai 用来
yongliang 用量
yongliao 用料
yongnao 用脑
yongpin 用品
yongshan 用膳
yongtu 用途
yongwuzhidi 用武之地
yongxiang 用项
yongxin 用心
yongxinliangku 用心良苦
yongxinsi 用心思
yongxing 用刑
yongyao 用药
yongyin 用印
yongzi 用字
yongzuo 用做
youdian 邮电
youmei 幽美
you 呦
youdai 邮袋
youdeng 优等
youfu 优抚
youfujin 优抚金
youhou 优厚
youhua 油花
youhui 幽会
youjia 优价
youliang 油亮
youlie 游猎
youling 优伶
youpan 优盘
youquedian 优缺点
yourong 优容
yourou 优柔
yourouguaduan 优柔寡断
yousheng 有生
youshenglietai 优胜劣汰
youshi 酉时
youwo 优渥
youxian 有闲
youxiu 优秀
youxuan 优选
youxuanfa 优选法
youya 幼芽
youyi 游医
youyu 优遇
youyue 优越
youyuegan 优越感
youyuexing 优越性
youzhi 釉质
youchou 忧愁
youfen 忧愤
youguoyoumin 忧国忧民
youhuan 忧患
youju 幽居
youku 忧苦
youlv 油绿
youmen 幽门
youshang 忧伤
yousi 幽思
youxin 有心
youxinchongchong 忧心忡忡
youxinrufen 忧心如焚
youyuzheng 忧郁症
youguan 油管
youyou 悠游
youan 幽暗
youbi 幽闭
yougu 幽谷
youhun 幽魂
youji 邮集
youjin 幽禁
youjing 幽径
youming 幽冥
youmo 油墨
youmogan 幽默感
youpi 幽僻
youqing 有顷
youshen 尤甚
yousui 幽邃
youwan 幽婉
youwei 幽微
youxiang 油香
youye 幽咽
youyuan 幽远
youchang 悠长
youdang 悠荡
youjiu 有救
youran 有染
youranzide 悠然自得
youyang 悠扬
youyoudangdang 悠悠荡荡
youyouhuhu 悠悠忽忽
youyouran 悠悠然
youzaiyouzai 悠哉游哉
youqi 有气
youwu 尤物
youlai 有赖
youbiaojili 由表及里
youbude 由不得
youci 由此
youcijibi 由此及彼
youcikanlai 由此看来
youcikejian 由此可见
youde 由得
youlaiyijiu 由来已久
youtou 由头
youzhong 有种
youzhongzhiyan 由衷之言
youda 犹大
youru 有如
youtaijiao 犹太教
youtairen 犹太人
youzi 釉子
youbao 邮包
youbian 邮编
youce 邮册
youche 邮车
youchuan 邮船
youchuo 邮戳
youdi 有底
youdiyuan 邮递员
youdianju 邮电局
youfei 邮费
yougou 油垢
youjian 诱奸
youlu 邮路
youlun 邮轮
youpiao 邮票
youpin 邮品
youshou 邮售
youting 邮亭
youtong 油桐
youzhan 油毡
youzheng 邮政
youzhengbianma 邮政编码
youzhengchuxu 邮政储蓄
youzhengju 邮政局
youhei 油黑
youni 油泥
youbeng 油泵
youbing 油饼
youbu 诱捕
youcai 油彩
youcaihua 油菜花
youcaizi 油菜籽
youceng 油层
youcha 油茶
youdoufu 油豆腐
youfang 右方
youganlan 油橄榄
yougao 油膏
youguanche 油罐车
youguang 游逛
youguangshuihua 油光水滑
youhao 油耗
youhuhu 油乎乎
youkuang 油矿
youliao 油料
youlou 油篓
youmaozhan 油毛毡
youpiaoer 油票儿
youqijiang 油漆匠
youqiliu 油气流
youqitian 油气田
youqianghuadiao 油腔滑调
youqu 油区
youshui 游水
yousong 油松
yousu 油酥
youtian 油田
youtiao 油条
youtoufenmian 油头粉面
youtouhuanao 油头滑脑
youwangwang 油汪汪
youxing 右行
youyan 油烟
youyanjiangcu 油盐酱醋
youyin 诱引
youyinji 油印机
youzha 油渣
youzhimahua 油脂麻花
youzong 油棕
youzui 油嘴
youzuier 油嘴儿
youzuihuashe 油嘴滑舌
youmu 柚木
youmai 莜麦
youban 游伴
youcheng 游程
youchun 游春
youdong 游动
youjidui 游击队
youjizhan 游击战
youjie 游街
youke 游客
youlan 游览
youlang 游廊
youle 游乐
youlechang 游乐场
youleyuan 游乐园
youli 游历
youmin 游民
youren 诱人
yourenyouyu 游刃有余
youshanwanshui 游山玩水
youshouhaoxian 游手好闲
youxi 有喜
youxiji 游戏机
youxika 游戏卡
youxia 游侠
youxue 游学
youyihui 游艺会
youyiji 游艺机
youyong 游勇
youyongchi 游泳池
youyuanhui 游园会
youai 有碍
youbang 友邦
youjun 友军
youlin 友邻
youshan 友善
youshiyilai 有史以来
younian 有年
youshiyouzhong 有始有终
youserenzhong 有色人种
youshiwukong 有恃无恐
youshengzhinian 有生之年
youshu 有数
yousunyu 有损于
yousuo 有所
youtiaobuwen 有条不紊
youtounao 有头脑
youtouyoulian 有头有脸
youbanyouyan 有板有眼
youbeiwuhuan 有备无患
youbeiyu 有悖于
youbie 有别
youchangxinwen 有偿新闻
youdanyoushi 有胆有识
youdeshi 有的是
youdifangshi 有的放矢
youdianer 有点儿
youdu 有毒
yougan 有感
yougong 诱供
yougui 有鬼
youguidianche 有轨电车
youhai 有害
youheng 有恒
youjiboli 有机玻璃
youjifei 有机肥
youjikecheng 有机可乘
youjishipin 有机食品
youjiti 有机体
youjiwu 有机物
youjiazhengquan 有价证券
youjianyuci 有鉴于此
youjiang 有奖
youjiangxiaoshou 有奖销售
youjiaowulei 有教无类
youkonger 有空儿
youkoujiebei 有口皆碑
youkounanbian 有口难辩
youkouwuxin 有口无心
youkui 有愧
youlaiyu 有赖于
youlao 有劳
youlengyoujiao 有棱有角
youlian 有脸
youliangxiazi 有两下子
youmeimu 有眉目
youmener 有门儿
youmingwushi 有名无实
youmugongdu 有目共睹
younaibianshiniang 有奶便是娘
younide 有你的
youpuer 有谱儿
youqituxing 有期徒刑
youqiwuli 有气无力
youqian 有钱
youqingren 有情人
youqiubiying 有求必应
yourenjiaer 有人家儿
yourizi 有日子
youruo 幼弱
yousejinshu 有色金属
youseyanjing 有色眼镜
youshangfenghua 有伤风化
youshengduwu 有声读物
youshengliliang 有生力量
youshengyilai 有生以来
youshengyouse 有声有色
youshizhishi 有识之士
youshiwuzhong 有始无终
youtouyouwei 有头有尾
youwang 有望
youweier 有味儿
youwenbilu 有闻必录
youxikecheng 有隙可乘
youxiandianshi 有线电视
youxianguangbo 有线广播
youxiao 幼小
youxiaoqi 有效期
youxie 有些
youxinren 有心人
youxu 有序
youxueyourou 有血有肉
youyanzaixian 有言在先
youyanbushitaishan 有眼不识泰山
youyanwuzhu 有眼无珠
youyishou 有一手
youyishi 有意识
youyisi 有意思
youyiwuyi 有意无意
youzengwujian 有增无减
youzhangkexun 有章可循
youzhaoyiri 有朝一日
youzhe 有辙
youzhuyu 有助于
youhongyouzhuan 又红又专
youlei 右肋
youmian 右面
youpai 右派
youchong 幼虫
youchu 幼畜
youer 诱饵
youeryuan 幼儿园
youjiao 幼教
youmiao 幼苗
younv 幼女
youti 幼体
youzhibing 幼稚病
youpo 诱迫
yousha 诱杀
youdao 诱导
youfa 诱发
youguai 诱拐
youhuo 诱惑
youpian 诱骗
youmianzhuan 釉面砖
youtao 釉陶
yu 熨
yufuzi 迂夫子
yufu 渔妇
yuhuan 迂缓
yuhui 余晖
yukuo 迂阔
yulun 迂论
yuqu 迂曲
yuji 余悸
yuni 淤泥
yuse 淤塞
yuxie 雨鞋
yuxue 雨靴
yuyu 喁喁
yujin 余烬
yushi 喻示
yushihu 于是乎
yushiwubu 于事无补
yuxinburen 于心不忍
yuyun 雨云
yubo 余波
yudang 余党
yudi 御敌
yudu 余毒
yue 岳
yufeng 余风
yuguang 余光
yukuan 余款
yuli 余利
yuliang 余粮
yunian 欲念
yunie 余孽
yuqian 榆钱
yuque 余缺
yure 郁热
yusheng 余剩
yuwei 余味
yuxia 余暇
yuxing 预行
yuyin 余音
yuyinraoliang 余音绕梁
yuyongkegu 余勇可贾
yuzhen 余震
yulei 鱼雷
yuxingcao 鱼腥草
yupiao 鱼漂
yuxun 鱼汛
yuying 鱼鹰
yuyou 鱼油
yuyue 娱悦
yuzhong 愚忠
yuzi 鱼子
yusiwangpo 鱼死网破
yutang 熨烫
yuer 鱼饵
yuweiwen 鱼尾纹
yucha 鱼叉
yuchi 鱼翅
yuchong 鱼虫
yuci 御赐
yudubai 鱼肚白
yufen 郁愤
yuganyou 鱼肝油
yugang 鱼缸
yugou 鱼钩
yuguan 鱼贯
yuguanerru 鱼贯而入
yuhua 鱼花
yuleiting 鱼雷艇
yulin 雨林
yulinkeng 鱼鳞坑
yulonghunza 鱼龙混杂
yuluan 鱼卵
yumizhixiang 鱼米之乡
yumiao 鱼苗
yumuhunzhu 鱼目混珠
yupi 雨披
yupianer 鱼片儿
yuqun 鱼群
yurou 鱼肉
yushui 鱼水
yushuiqing 鱼水情
yule 娱乐
yulecheng 娱乐城
yuleting 娱乐厅
yuba 渔霸
yuchang 逾常
yuchuan 渔船
yucun 渔村
yuge 渔歌
yugu 渔鼓
yuhuo 渔火
yujia 瑜伽
yuju 雨具
yulie 渔猎
yumin 愚民
yuren 渔人
yurenzhili 渔人之利
yuwang 愚妄
yuweng 渔翁
yuye 浴液
yuzheng 预征
yuzhou 渔舟
yukuai 愉快
yuqi 玉器
yuben 愚笨
yubukeji 愚不可及
yuchun 愚蠢
yudun 愚钝
yugongyishan 愚公移山
yujian 预检
yulou 愚陋
yulu 愚鲁
yumei 愚昧
yumeng 愚蒙
yunong 愚弄
yurenjie 愚人节
yuwan 愚顽
yuzhuo 愚拙
yumugeda 榆木疙瘩
yushu 榆树
yuyemei 榆叶梅
yumeiren 虞美人
yutu 舆图
yulunjie 舆论界
yuqing 雨情
yuyi 喻义
yushijujin 与时俱进
yucitongshi 与此同时
yucixiangfan 与此相反
yufou 与否
yuhumoupi 与虎谋皮
yumintongle 与民同乐
yurenweishan 与人为善
yurijuzeng 与日俱增
yushengjulai 与生俱来
yushichangci 与世长辞
yushigejue 与世隔绝
yushiwuzheng 与世无争
yuzhongbutong 与众不同
yuhangyuan 宇航员
yuhang 宇航
yuhangfu 宇航服
yuzhoufeichuan 宇宙飞船
yuzhouguan 宇宙观
yusha 羽纱
yumao 雨帽
yumaoqiu 羽毛球
yurong 羽绒
yurongfu 羽绒服
yushan 羽扇
yushanguanjin 羽扇纶巾
yutan 羽坛
yubu 预卜
yudai 雨带
yudian 雨点
yuguotianqing 雨过天晴
yuhouchunsun 雨后春笋
yuhuashi 雨花石
yujiao 雨脚
yujing 雨景
yumengmeng 雨蒙蒙
yumu 雨幕
yusan 雨伞
yushua 雨刷
yusi 雨丝
yutian 雨天
yuwu 御侮
yuyan 雨燕
yuzhuer 雨珠儿
yuti 玉体
yuyuan 御苑
yubing 语病
yudiao 玉雕
yufa 愈发
yugan 语感
yujingsizuo 语惊四座
yuliao 语料
yuliaoku 语料库
yuliu 语流
yuqici 语气词
yusu 语速
yuwen 与闻
yuwulunci 语无伦次
yuxu 语序
yuyanbuxiang 语焉不详
yuyanguan 语言关
yuzhongxinchang 语重心长
yulan 玉兰
yunv 玉女
yucheng 玉成
yuhuangdadi 玉皇大帝
yujiebingqing 玉洁冰清
yulanhua 玉兰花
yulanpian 玉兰片
yumi 玉米
yumihuaer 玉米花儿
yumijie 玉米秸
yumimian 玉米面
yumiming 玉米螟
yumiyou 玉米油
yupei 玉佩
yushijufen 玉石俱焚
yushushu 玉蜀黍
yusui 玉碎
yuxi 预习
yuzan 玉簪
yuzhao 玉照
yushou 驭手
yutou 芋头
yucai 育才
yuchu 育雏
yufei 育肥
yuling 育龄
yuyang 育秧
yuyingtang 育婴堂
yujie 郁结
yujinxiang 郁金香
yumen 郁闷
yuyucangcang 郁郁苍苍
yuyucongcong 郁郁葱葱
yuyuguahuan 郁郁寡欢
yupen 浴盆
yuxuefenzhan 浴血奋战
yujuesuan 预决算
yushen 预审
yuan 鸢
yubao 预报
yubei 预备
yubeidui 预备队
yubeiqi 预备期
yubeiyi 预备役
yuce 预测
yuchanqi 预产期
yuding 预订
yufang 预防
yufangzhen 预防针
yufukuan 预付款
yugao 预告
yuhou 预后
yujingji 预警机
yukao 预考
yuke 预科
yumou 预谋
yusai 预赛
yushe 预设
yusuan 预算
yuxian 遇险
yuxiang 预想
yuxuan 预选
yuyanjia 预言家
yuyingli 预应力
yuzhan 预展
yuzhi 预置
yuzhiban 预制板
yuzhu 预祝
yuming 域名
yuwai 域外
yubabuneng 欲罢不能
yugaimizhang 欲盖弥彰
yuhe 欲壑
yuhenantian 欲壑难填
yujiazhizuihehuanwuci 欲加之罪，何患无辞
yuqinguzong 欲擒故纵
yuqiu 欲求
yusuzebuda 欲速则不达
yuyanyouzhi 欲言又止
yusuo 寓所
yubi 御笔
yuhan 御寒
yuhuayuan 御花园
yuyong 御用
yuguzu 裕固族
yuru 裕如
yuhai 遇害
yujiu 遇救
yunan 遇难
yuyanyulie 愈演愈烈
yubangxiangzhengyuwengdeli 鹬蚌相争，渔翁得利
yutie 熨帖
yuanwei 鸢尾
yuannie 冤孽
yuanan 原案
yuanchou 冤仇
yuandatou 冤大头
yuanhun 冤魂
yuanjialuzhai 冤家路窄
yuanjiacuoan 冤假错案
yuanjia 原价
yuanku 冤苦
yuanqing 冤情
yuanqu 元曲
yuanwang 远望
yuanyu 冤狱
yuanyang 远扬
yuanyanglou 鸳鸯楼
yuansou 渊薮
yuanbo 渊博
yuanshen 渊深
yuanyuan 远缘
yuanbao 元宝
yuanchao 元朝
yuandan 元旦
yuanjian 原件
yuanlao 元老
yuannian 元年
yuanqi 缘起
yuanqijian 元器件
yuanshou 援手
yuanshuai 元帅
yuansu 元素
yuanxiao 远销
yuanxiaojie 元宵节
yuanxiong 元凶
yuanxun 元勋
yuanye 元夜
yuanyin 远因
yuanyue 元月
yuane 员额
yuangong 员工
yuandi 园地
yuanding 圆顶
yuanlin 园林
yuanling 园陵
yuanpu 园圃
yuantian 园田
yuanyi 原意
yuanyishi 园艺师
yuanzi 园子
yuanzhuang 原装
yuanxingbilu 原形毕露
yuanze 原则
yuanbanrenma 原班人马
yuanban 原版
yuanben 原本
yuancailiao 原材料
yuanchang 原唱
yuanchuang 原创
yuanditabu 原地踏步
yuandongli 原动力
yuanfaxing 原发性
yuanfeng 原封
yuangao 原稿
yuanhua 原话
yuanji 圆寂
yuanlai 原来
yuanli 援例
yuanliang 原粮
yuanliao 原料
yuanmao 原貌
yuanmei 原煤
yuanmian 原棉
yuanming 原名
yuanmu 原木
yuanpan 原判
yuanpei 原配
yuanren 原任
yuanse 原色
yuanshi 圆实
yuanshijilei 原始积累
yuanshilin 原始林
yuanshishehui 原始社会
yuantang 原汤
yuanwen 原文
yuanwu 原物
yuanxian 原先
yuanxing 圆型
yuanyan 原盐
yuanyou 原宥
yuanyuanbenben 原原本本
yuanzeshang 原则上
yuanzexing 原则性
yuanzhi 原值
yuanzhong 原种
yuanzhu 原主
yuanzidan 原子弹
yuanzihe 原子核
yuanzineng 原子能
yuanziwuqi 原子武器
yuanzizhong 原子钟
yuanzuo 原作
yuanbaicai 圆白菜
yuandeng 圆凳
yuandiao 圆雕
yuanfang 圆房
yuangang 圆钢
yuangugu 圆鼓鼓
yuangui 圆规
yuangungun 圆滚滚
yuanhao 圆号
yuanhu 圆弧
yuanhuang 圆谎
yuanlian 圆脸
yuanlingshan 圆领衫
yuanliuliu 圆溜溜
yuanman 圆满
yuanmeng 圆梦
yuanquan 圆圈
yuanrun 圆润
yuanshu 圆熟
yuantong 圆通
yuanwuqu 圆舞曲
yuanxin 愿心
yuanzhou 圆周
yuanzhoulv 圆周率
yuanzhubi 圆珠笔
yuanzhui 圆锥
yuanzhuo 圆桌
yuanzhuohuiyi 圆桌会议
yuanbing 援兵
yuanjiu 援救
yuanjun 援军
yuankuan 援款
yuanwai 援外
yuanyong 援用
yuanfen 怨愤
yuangu 远古
yuanhe 缘何
yuanmuqiuyu 缘木求鱼
yuanliu 源流
yuantou 源头
yuanyuanbuduan 源源不断
yuanyuanliuchang 源远流长
yuanhou 猿猴
yuanma 辕马
yuanfei 远非
yuanjin 远近
yuanshe 远涉
yuancheng 远程
yuanchengjiaoyu 远程教育
yuanchu 远处
yuanda 远大
yuandao 远道
yuandong 远东
yuange 远隔
yuanhai 远海
yuanhang 远航
yuanjianzhuoshi 远见卓识
yuanjiao 远郊
yuanjiaojingong 远交近攻
yuanjiaoqu 远郊区
yuanjing 远景
yuanke 远客
yuanlu 远路
yuanlv 远虑
yuanmen 远门
yuanmou 远谋
yuanqin 远亲
yuanshechongyang 远涉重洋
yuanshiyan 远视眼
yuantiao 远眺
yuantu 远途
yuanzheng 远征
yuanzougaofei 远走高飞
yuanzu 远足
yuanbude 怨不得
yuanhen 怨恨
yuanshengzaidao 怨声载道
yuantianyouren 怨天尤人
yuanluo 院落
yuanqiang 院墙
yueding 约定
yuedingsucheng 约定俗成
yuefa 约法
yuefasanzhang 约法三章
yuegao 约稿
yuehe 约合
yuehui 约会
yueji 约计
yuejian 约见
yuelue 约略
yuemo 月末
yueqing 约请
yueshu 约数
yueshuli 约束力
yuetan 约谈
yuetong 约同
yueyan 约言
yuelv 乐律
yuechi 乐池
yuedui 乐队
yuefu 悦服
yueli 月例
yuepu 乐谱
yueqi 乐器
yuequ 乐曲
yueshi 月食
yuetuan 乐团
yueyin 乐音
yuezhang 岳丈
yuedu 月度
yuehua 月华
yueling 月令
yuese 月色
yuebaifengqing 月白风清
yueban 月半
yuebao 月报
yuebing 阅兵
yuechan 月产
yuechanliang 月产量
yuechu 月初
yuedi 月底
yuefen 月份
yuefenpaier 月份牌儿
yuefeng 月俸
yuegong 月工
yueguang 月光
yueguangrushui 月光如水
yuegui 月桂
yueheitian 月黑天
yuejing 越境
yuejun 月均
yuekan 月刊
yuelao 月老
yueliang 月亮
yueliangmen 月亮门
yuelun 月轮
yuemingxingxi 月明星稀
yuepianshi 月偏食
yuepiao 月票
yueqian 月钱
yueqin 月琴
yueqiu 月球
yuequanshi 月全食
yuetai 月台
yuetaipiao 月台票
yuetouer 月头儿
yuewei 月尾
yuexi 月息
yuexialaoren 月下老人
yuexin 月薪
yueyaer 月牙儿
yueye 月夜
yueyun 月晕
yuezhong 月终
yuezi 月子
yuefumu 岳父母
yuejia 岳家
yuemiao 岳庙
yuemu 悦目
yueer 悦耳
yuebaolan 阅报栏
yuebingshi 阅兵式
yuejuan 阅卷
yuelan 阅览
yuelanshi 阅览室
yuedong 跃动
yuejin 跃进
yueju 粤剧
yuema 跃马
yueran 跃然
yueranzhishang 跃然纸上
yuesheng 跃升
yueyueyushi 跃跃欲试
yuecai 粤菜
yuejie 越界
yuelaiyue 越来越
yuenan 越南
yuequan 越权
yueyeche 越野车
yueyesai 越野赛
yueyu 越狱
yuezhi 越职
yuezudaipao 越俎代庖
yuntouzhuanxiang 晕头转向
yun 孕
yunjue 晕厥
yunceng 云层
yunnan 云南
yuntu 云图
yunyu 云雨
yunbin 云鬓
yuncai 云彩
yunduan 云端
yunduo 云朵
yunhai 云海
yunhan 云汉
yunji 晕机
yunjin 云锦
yunliang 云量
yunmu 韵母
yunpiangao 云片糕
yunqi 运气
yunque 云雀
yunsan 云散
yunsha 云杉
yunshanwuzhao 云山雾罩
yunti 云梯
yuntian 云天
yuntou 云头
yuntuan 云团
yunwu 云雾
yunxia 云霞
yunxiao 云霄
yunxiaowusan 云消雾散
yunya 云崖
yunyan 云烟
yunyi 蕴意
yunyou 云游
yunyun 云云
yunzhewuzhang 云遮雾障
yunzhengxiawei 云蒸霞蔚
yunchen 匀称
yunjing 匀净
yunsu 匀速
