hai है
mahaabaleshvaro महाबलेश्वरों
mahaabaleshvaree महाबलेश्वरी
surabhimaana सुरभिमान
shiteshta शिटेष्ट
dalava दलव
dalavaa दलवा
praaptakartaa प्राप्तकर्ता
praaptaa प्राप्ता
praaptataa प्राप्तता
nany नञ्
hemo हेमों
heme हेमे
hemakartaa हेमकर्ता
masooba मंसूब
masoobaa मंसूबा
masoobe मंसूबे
aadikeshava आदिकेशव
baahera बाहेर
speraara स्पेरअर
kaithaalika कैथालिक
heliyo हेलियो
heloge हेलोगे
helogee हेलोगी
helegee हेलेगी
helegaa हेलेगा
helege हेलेंगे
heloo हेलूँ
heloogee हेलूँगी
heloogaa हेलूँगा
helie हेलिए
heliegee हेलिएगी
heliegaa हेलिएगा
helane हेलने
helanaa हेलना
helate हेलते
helatee हेलती
helataa हेलता
helakara हेलकर
helaa हेला
yoopeesee यूपीसी
baeemaana बईमान
baeemaanee बईमानी
peshamaa पेशख़ेमा
peshame पेशख़ेमे
peshamo पेशख़ेमों
kaaryaapaalaka कार्यापालक
samudriya समुद्रिय
kaalakramata कालक्रमत
lachhana लंछन
praapya प्राप्य
akakala अककल
dhabaraa ढबरा
dhabaree ढबरी
abhimadana अभिमंडन
abhimadano अभिमंडनों
mithilaavaasiyo मिथिलावासियों
traikiyophaaita ट्रैकियोफाइट
jholeedaa झोलीदा
avaarajaa अवारजा
avaaraje अवारजे
avaarajo अवारजों
meechhaa मीछा
surabhimaasa सुरभिमास
pashchatajaatataa पश्चतजातता
kokaaagama कोकआगम
sharyaati शर्याति
gaganabhe गगनभेड़
laibaranama लैबरनम
chatahama चतहम
rishyaketu रिश्यकेतु
lashshana लष्षन
nochaaee नोचाई
datevaa दंतेवाड़ा
gaganadhooli गगनधूलि
utkaleeya उत्कलीय
dholadaggaa ढोलडग्गा
abhihita अभिहित
abhihitaa अभिहिता
kalaanaatha कलानाथ
kalaanaatho कलानाथों
nodyoola नोड्यूल
ailageda ऐलंगेड
lisanara लिसनर
lisanaro लिसनरों
chechakeeya चेचकीय
naaru नारु
asajvara असंज्वर
naaroo नारू
beroo बेरू
aroo अरू
kaalakramasha कालक्रमश
baahudatee बाहुदंती
mahishavahana महिषवहन
aadesheeya आदेशीय
naatakadhara नाटकधर
need नीड़ोद्
muvalli मुवल्लिफ़
aparikrama अपरिक्रम
avachhaga अवछंग
chaturakshareeya चतुरक्षरीय
lochoona लोचून
rene रेने
raitaa रैता
looida फ़्लूइड
traasika त्रासिक
roegaa रोएगा
roegee रोएगी
roege रोएँगे
roie रोइए
roiegaa रोइएगा
roiegee रोइएगी
rooogaa रोऊँगा
rooogee रोऊँगी
royo रोियो
roge रोोगे
rogaa रोेगा
bilvapatra बिल्वपत्र
mottaayita मोट्टायित
mottaayito मोट्टायितों
rtaa र्ता
kastura कस्तुर
kasturee कस्तुरी
ashuddhiyaa अशुद्धियाँ
jharajharaa झरझरा
jharajharaaiyo झरझराइयो
jharajharaave झरझरावे
jharajharaaee झरझराई
jharajharaakara झरझराकर
jharajharaanaa झरझराना
jharajharaane झरझराने
jharajharaataa झरझराता
jharajharaatee झरझराती
jharajharaate झरझराते
jharajharaae झरझराए
jharajharaaegaa झरझराएगा
jharajharaaegee झरझराएगी
jharajharaaege झरझराएँगे
jharajharaaoo झरझराऊँ
jharajharaaoogaa झरझराऊँगा
jharajharaaoogee झरझराऊँगी
jharajharaaie झरझराइए
jharajharaaiegaa झरझराइएगा
jharajharaaiegee झरझराइएगी
jharajharaao झरझराओ
jharajharaaoge झरझराओगे
jharajharaaogee झरझराओगी
aatman आत्मन्
abhishaasita अभिशासित
unmuktiyo उन्मुक्तियों
hatakaumaarya हतकौमार्य
tukado टुकडों
mugaraa मुंगरा
mugaree मुंगरी
ksheerapaaka क्षीरपाक
traasita त्रासित
vitraasita वित्रासित
marmagya मर्मग्य
shishubhoga शिशुभोग
moolyaheena मूल्यहीन
moolyaheenataa मूल्यहीनता
rataa रफ़ता
prathaae प्रथाएं
vashyaheena वंश्यहीन
rasadhaanee रसधानी
metaabaaeesalphaaeeta मेटाबाईसल्फाईट
atarvaahinee अंतर्वाहिनी
luneraa लुनेरा
luneree लुनेरी
ujiyaalaa उजियाला
ujiyaalee उजियाली
budhakara बुधकर
raamakiree रामकिरी
svatvapatra स्वत्वपत्र
ashaa अफ़शाँ
meharaaba मेहराब
meharaabe मेहराबें
meharaabo मेहराबों
meharaabee मेहराबी
neelabaree नीलबरी
naasaadaaru नासादारु
sphaata स्फात
kamabesha कमबेश
kshanaasha क्षणांश
kshanaasho क्षणांशों
jyotsnaabheesaarikaa ज्योत्स्नाभीसारिका
tunaka तुनक
tunakiyo तुनकियो
tunako तुनको
tunakoge तुनकोगे
tunakogee तुनकोगी
tunake तुनके
tunakegee तुनकेगी
tunakegaa तुनकेगा
tunakege तुनकेंगे
tunakoo तुनकूँ
tunakoogee तुनकूँगी
tunakoogaa तुनकूँगा
tunakee तुनकी
tunakie तुनकिए
tunakiegee तुनकिएगी
tunakiegaa तुनकिएगा
tunakane तुनकने
tunakanaa तुनकना
tunakate तुनकते
tunakatee तुनकती
tunakataa तुनकता
vijnyaapti विज्ञाप्ति
barageeta बरगीत
barageeto बरगीतों
avahaneeya अवहनीय
avahaneeyataa अवहनीयता
dhanaadheesha धनाधीश
dhanaadheesho धनाधीशों
adhavishvaasaheenataa अंधविश्वासहीनता
apaichchhita अपैच्छित
suraaprema सुराप्रेम
suraapremee सुराप्रेमी
karnaakani कर्णाकणिं
pragunita प्रगुणित
geeravaana गीरवाण
sphaara स्फार
visphaara विस्फार
madachchhaaya मंदच्छाय
naainsaa नाइन्साफ़ी
svaadu स्वादु
svaadutaa स्वादुता
sphaala स्फाल
taibarda टैबर्ड
gaureekaata गौरीकांत
naarshana नाज़िर्शन
eyarakadeeshanara एयरकंडीशनर
eyarakadeeshanaro एयरकंडीशनरों
puchhiyaa पुछिया
naagakanyakaa नागकन्यका
lahaalota लहालोट
peteda पेंटेड
mrigamaasa मृगमास
pratiyogio प्रतियोगिओं
thakiyaa थकिया
taapasapriyaa तापसप्रिया
anityata अनित्यत
anityataa अनित्यता
chadramallee चंद्रमल्ली
chhalachhaayaa छलछाया
roosyaaha रूस्याह
jalavaayasa जलवायस
aaloochachaa आलूचचा
sukatha सुकंठ
sukathataa सुकंठता
hyaanaa ह्यांना
moothi मूठि
maargaayata मार्गायत
jatita जटित
ajatita अजटित
bhadaragaa भदरंगा
nishtaanaka निष्टानक
gananidhi गणनिधि
gananidhiyaa गणनिधियाँ
gananidhio गणनिधिओं
ashaana अफ़शान
ashaanee अफ़शानी
paribhaashaakaara परिभाषाकार
agethaa अँगेठा
agethee अँगेठी
kucheshtaa कुचेष्टा
kucheshtaae कुचेष्टाएँ
kucheshtaao कुचेष्टाओं
pratyaashaanukula प्रत्याशानुकुल
pradhaanaadhyaapikaa प्रधानाध्यापिका
vidhivijnyaana विधिविज्ञान
vidhivijnyaano विधिविज्ञानों
avakshaya अवक्षय
avakshayo अवक्षयों
avakshayee अवक्षयी
dishaatareeya दिशांतरीय
larajisha लरजिश
khaletee खलेटी
tapediko तपेदिकों
gothila गोठिल
naikhilya नैखिल्य
jatilaa जटिला
jatilo जटिलों
hasapitala हॉसपिटल
koormadvaadashee कूर्मद्वादशी
kshaitrajnya क्षैत्रज्ञ
joovanaaila जूवनाइल
pathiyaa पठिया
nishtaanapa निष्टानप
vigalitalajja विगलितलज्ज
shaastrachaarana शास्त्रचारण
khogaaha खोंगाह
khogaaho खोंगाहों
sapaadito संपादितों
avakshaa अवक्षा
meninjaaitisa मेनिन्जाइटिस
marubhoomee मरुभूमी
hradayavedhaka ह्रदयवेधक
amaladastoora अमलदस्तूर
amaladastooro अमलदस्तूरों
govadhoo गोवधू
makhavali मखवलि
sartiphiketo सर्टिफिकेटों
laaineeyara लाइनीयर
lakaree लकरी
kaavyaanada काव्यानंद
kaavyaanado काव्यानंदों
nitalaheena नितलहीन
nitalaheenataa नितलहीनता
khaadavika खांडविक
khaadaviko खांडविकों
pupalaaee पुपलाई
koshthabaddhataagrasta कोष्ठबद्धताग्रस्त
